crop_type,soil_moisture,temperature,humidity,canal_level,wind_speed,crop_age_days,predicted_moisture_6h,water_need_code
Tomato,25.9,29.56,59.03,82.33,6.17,77.6,12.06,2
Chilli,63.03,22.64,39.82,74.26,7.15,54.4,50.5,0
Chilli,79.15,34.04,89.1,59.45,5.95,81.2,68.05,0
Tomato,46.83,39.85,48.46,82.75,4.61,63.9,29.69,2
Chilli,20.82,35.56,63.1,49.14,1.38,106.4,5.0,2
Chilli,55.55,24.46,71.7,15.01,5.82,54.3,47.59,1
Maize,43.6,32.46,41.33,88.35,4.74,65.9,26.89,2
Cotton,71.76,25.9,75.67,57.39,3.64,24.3,66.77,0
Cotton,38.82,20.6,70.66,82.76,4.47,63.9,35.12,1
Chilli,76.24,23.6,62.16,45.29,1.86,22.6,70.66,0
Cotton,34.16,22.05,64.06,62.97,3.24,74.1,30.26,1
Cotton,26.03,23.92,87.51,39.8,0.99,57.0,21.59,2
Chilli,36.45,35.91,85.1,46.86,3.28,96.2,19.85,2
Tomato,17.44,25.86,41.16,23.27,3.74,56.0,6.9,2
Cotton,34.69,35.14,55.28,76.74,6.86,79.4,18.47,2
Cotton,61.21,38.98,63.42,35.23,4.22,16.5,51.91,0
Groundnut,24.96,31.49,85.6,37.16,7.27,88.1,10.6,2
Rice,22.8,29.71,79.91,41.88,7.74,115.3,9.46,2
Maize,24.27,35.0,56.26,48.89,0.39,59.3,10.9,2
Groundnut,20.43,21.94,83.74,61.85,4.78,11.1,12.44,2
Chilli,76.22,28.56,55.8,71.45,2.39,76.4,60.79,0
Groundnut,81.09,29.98,49.92,70.81,6.81,26.0,68.96,0
Rice,18.26,36.62,68.54,48.13,3.95,61.5,5.0,2
Rice,68.21,36.28,54.57,53.37,0.62,13.6,61.45,0
Cotton,66.6,36.97,69.23,22.63,1.72,58.7,55.46,0
Maize,84.78,33.96,57.53,56.94,5.39,106.2,66.0,0
Chilli,39.35,30.61,78.77,88.94,0.64,24.9,31.61,1
Maize,34.99,36.56,87.49,51.44,3.03,64.8,17.38,2
Maize,46.72,37.47,49.87,94.42,6.97,37.9,26.89,2
Groundnut,74.96,29.61,63.05,24.02,0.23,38.7,66.17,0
Rice,66.0,39.71,74.84,76.32,5.57,80.8,47.47,1
Cotton,48.01,37.5,43.72,73.72,5.4,92.3,30.93,1
Groundnut,32.12,30.21,78.77,71.34,2.57,106.1,25.14,2
Chilli,65.89,21.39,67.06,69.66,0.9,40.6,61.42,0
Maize,74.82,24.49,43.24,12.01,0.82,17.8,67.64,0
Rice,43.0,35.53,82.75,76.79,7.75,58.7,27.23,2
Cotton,61.8,22.22,58.47,54.97,5.42,74.3,51.51,0
Maize,43.01,29.4,44.71,57.18,3.01,91.4,29.0,2
Rice,48.49,32.1,45.75,14.58,6.67,93.2,27.82,2
Maize,51.74,37.57,78.2,26.95,0.83,105.0,36.13,1
Groundnut,69.3,36.94,86.46,91.99,1.02,13.4,56.77,0
Tomato,83.43,35.29,55.8,38.4,1.58,117.9,62.64,0
Tomato,46.11,28.15,39.34,45.45,6.11,116.3,29.74,2
Cotton,38.96,22.84,40.55,27.03,3.27,13.9,31.52,1
Tomato,41.15,33.39,71.0,66.9,5.14,44.5,24.89,2
Groundnut,24.37,23.63,55.39,76.66,1.86,94.2,17.6,2
Groundnut,35.79,31.23,58.44,92.91,6.22,62.6,18.4,2
Groundnut,21.05,39.61,53.54,60.59,6.41,10.5,5.0,2
Groundnut,44.95,31.01,60.6,34.81,3.31,49.0,35.61,1
Tomato,26.72,32.91,70.4,16.39,1.67,73.7,18.51,2
Tomato,39.25,33.55,64.76,33.95,5.04,106.8,23.52,2
Maize,70.55,36.61,44.03,65.65,2.05,101.2,54.4,0
Maize,32.21,28.7,62.02,97.67,1.19,114.1,20.46,2
Groundnut,57.83,29.95,60.33,17.13,4.93,61.5,44.35,1
Cotton,78.08,23.52,65.02,44.95,4.1,97.8,71.21,0
Chilli,54.69,32.29,41.09,70.05,6.27,21.1,39.43,1
Groundnut,28.57,25.92,43.44,61.71,2.34,67.0,19.17,2
Chilli,39.13,30.15,64.16,68.65,1.8,110.8,28.35,2
Maize,56.33,35.33,50.15,51.69,5.12,102.3,36.54,1
Maize,50.46,20.35,69.6,34.03,5.61,82.1,43.99,1
Chilli,25.4,31.28,55.5,53.45,3.31,26.4,10.43,2
Rice,46.28,23.47,47.14,44.34,3.54,30.0,38.3,1
Cotton,53.01,25.59,71.1,73.84,0.99,84.7,48.45,1
Chilli,33.71,20.69,56.66,25.45,3.76,45.8,24.77,2
Cotton,57.87,23.39,43.67,54.65,7.69,46.2,45.67,1
Chilli,19.91,39.73,79.48,96.32,0.91,103.2,5.0,2
Cotton,38.56,39.97,58.75,57.86,4.54,12.3,24.35,2
Groundnut,71.3,34.4,85.33,31.35,0.15,53.2,62.59,0
Chilli,33.15,32.24,45.64,94.23,2.6,36.2,19.49,2
Maize,57.36,35.54,83.2,31.97,6.09,13.0,46.33,1
Rice,43.7,37.93,79.88,77.61,4.54,33.8,31.86,1
Cotton,37.15,30.39,40.72,19.86,0.65,30.3,28.94,2
Groundnut,79.13,20.71,64.24,86.69,3.61,65.5,71.76,0
Cotton,39.03,34.19,70.95,26.25,0.63,57.9,29.37,2
Groundnut,31.57,39.69,62.25,45.48,2.99,61.9,16.48,2
Groundnut,78.65,25.16,56.46,96.91,6.15,106.6,66.02,0
Cotton,67.22,29.27,86.91,62.15,2.07,64.4,61.68,0
Chilli,62.73,27.23,73.55,33.76,3.63,80.3,50.46,0
Rice,18.47,27.81,88.12,10.06,4.0,81.2,14.4,2
Rice,24.18,34.43,81.54,10.61,6.83,66.9,11.25,2
Tomato,59.68,27.57,79.94,34.71,0.97,43.5,52.66,0
Maize,29.66,38.82,74.91,57.42,4.4,109.3,11.66,2
Cotton,30.79,35.79,70.53,53.64,0.25,58.2,25.13,2
Maize,69.54,20.55,83.78,92.97,0.75,72.8,64.23,0
Rice,35.01,36.37,68.74,78.77,1.77,71.5,21.28,2
Tomato,20.01,35.46,39.14,93.23,5.76,101.0,5.0,2
Groundnut,17.55,30.33,67.04,56.06,0.33,68.8,9.02,2
Groundnut,46.02,29.94,40.66,50.2,7.56,60.3,28.91,2
Maize,58.2,36.71,87.21,60.95,3.42,60.6,44.13,1
Cotton,75.82,28.5,70.57,43.49,6.71,95.8,64.74,0
Cotton,22.76,23.19,65.56,28.97,1.78,46.3,17.95,2
Groundnut,28.77,26.26,45.88,85.3,2.7,112.8,20.57,2
Groundnut,52.09,25.3,63.37,71.25,5.82,103.1,42.26,1
Chilli,40.49,33.62,53.84,39.31,3.03,25.2,27.54,2
Maize,48.78,23.58,72.15,50.17,4.06,44.9,40.52,1
Chilli,79.69,32.9,68.24,30.29,6.47,109.6,63.24,0
Tomato,53.14,29.32,62.46,60.66,5.21,40.6,36.57,1
Maize,44.06,36.79,48.9,42.25,6.69,44.9,25.6,2
Chilli,84.26,29.7,63.92,88.8,0.69,33.9,74.59,0
Chilli,19.57,38.6,60.39,57.55,4.86,16.0,5.0,2
Chilli,80.25,38.01,81.82,47.06,4.81,62.6,66.6,0
Maize,50.12,23.71,84.19,77.47,4.86,93.0,41.82,1
Maize,50.26,33.72,76.76,91.46,4.71,82.6,34.91,1
Rice,79.54,24.29,52.58,83.57,5.79,13.0,68.67,0
Chilli,50.51,36.47,37.09,54.54,6.75,67.6,27.57,2
Chilli,45.69,32.71,85.89,42.08,1.84,46.3,37.82,1
Groundnut,34.07,25.88,89.56,69.59,0.84,80.6,29.8,2
Chilli,61.12,24.98,41.99,83.52,0.59,54.6,52.31,0
Maize,54.88,28.59,72.71,98.08,1.27,117.9,46.9,1
Rice,30.0,36.01,58.38,51.15,5.25,101.1,12.21,2
Tomato,64.66,35.92,43.17,70.14,3.33,87.0,44.09,1
Maize,60.09,20.67,89.9,36.38,2.8,66.7,57.56,0
Maize,42.81,26.05,86.33,17.87,7.28,75.0,31.07,1
Maize,15.31,28.46,89.04,32.78,7.2,58.6,5.0,2
Maize,46.26,31.71,42.91,11.3,4.31,97.4,28.08,2
Cotton,15.42,22.99,62.06,55.85,3.67,109.9,10.25,2
Rice,20.25,26.71,84.27,43.58,2.16,119.9,12.24,2
Tomato,45.14,37.71,72.13,71.04,3.68,75.9,28.52,2
Rice,20.73,29.53,58.9,65.38,3.29,85.0,7.64,2
Tomato,34.3,34.88,63.42,25.11,0.06,54.0,22.01,2
Cotton,60.88,29.7,37.12,70.64,6.07,10.9,48.36,1
Rice,36.6,29.3,68.63,26.87,3.51,87.4,27.28,2
Maize,84.84,32.44,82.28,10.54,1.78,112.7,72.86,0
Rice,79.14,25.19,35.15,97.32,5.33,104.6,67.5,0
Groundnut,55.97,25.0,43.8,12.43,3.58,106.6,43.61,1
Cotton,82.69,39.79,63.49,40.76,2.51,54.2,69.51,0
Tomato,75.76,37.38,65.85,67.38,1.85,88.5,58.79,0
Tomato,37.32,34.76,53.88,43.33,0.47,80.2,22.46,2
Rice,67.47,22.74,36.54,44.31,4.02,69.5,58.16,0
Maize,24.58,20.6,75.9,75.05,3.0,26.7,19.31,2
Cotton,62.92,23.51,48.36,64.19,0.32,73.3,56.53,0
Chilli,49.38,38.75,70.45,56.65,6.5,42.8,30.41,1
Groundnut,16.18,36.33,65.75,89.77,6.47,87.4,5.0,2
Maize,34.2,30.46,58.7,19.73,3.92,113.9,20.24,2
Tomato,81.88,39.38,67.47,52.28,6.71,90.0,58.86,0
Maize,37.11,22.93,73.23,31.52,3.85,38.5,30.63,1
Tomato,27.7,31.18,66.47,13.31,1.35,61.2,17.41,2
Groundnut,28.13,23.66,65.66,98.11,4.14,72.1,17.21,2
Tomato,48.54,26.13,58.98,76.06,2.5,89.9,34.99,1
Maize,73.99,38.8,58.65,29.46,3.62,26.3,56.23,0
Chilli,68.06,37.37,62.0,46.22,7.77,67.8,46.73,1
Rice,45.58,22.04,59.86,30.34,2.84,104.6,33.88,1
Maize,29.61,24.99,59.15,71.64,1.73,13.0,23.56,2
Maize,18.22,31.89,46.57,41.54,1.03,90.0,5.0,2
Tomato,47.38,21.23,74.87,92.79,7.07,106.8,32.59,1
Rice,72.03,31.0,42.31,28.68,0.12,97.5,58.33,0
Rice,66.08,31.69,84.98,41.48,7.26,112.5,52.73,0
Rice,43.6,25.82,69.37,93.86,0.49,96.1,33.37,1
Maize,56.63,25.86,37.69,89.62,6.02,67.0,44.66,1
Rice,45.54,24.58,71.24,36.39,2.35,62.5,39.44,1
Groundnut,55.53,38.71,54.88,53.48,2.0,13.5,42.28,1
Tomato,51.23,27.78,86.14,89.53,1.44,12.0,42.77,1
Chilli,62.67,31.71,86.48,70.36,1.08,80.3,53.54,0
Cotton,50.54,26.03,81.53,67.36,0.53,40.3,45.03,1
Maize,80.84,34.05,66.23,69.45,1.24,43.8,68.71,0
Groundnut,44.96,22.03,85.55,92.89,4.71,98.8,39.27,1
Rice,16.11,21.43,70.74,56.55,4.56,22.2,10.35,2
Tomato,31.55,34.89,83.13,26.36,2.25,41.2,20.87,2
Tomato,50.04,34.53,43.8,52.55,5.44,85.4,30.49,1
Rice,52.84,25.3,84.73,75.6,6.16,13.4,44.79,1
Tomato,53.67,27.1,71.39,54.29,7.84,67.2,41.6,1
Tomato,65.02,39.15,51.68,38.19,3.52,19.4,48.3,1
Cotton,34.23,22.09,89.88,69.97,3.0,93.8,30.37,1
Tomato,61.54,23.66,72.78,50.52,7.79,79.8,52.46,0
Groundnut,64.28,28.6,84.96,96.65,7.54,76.9,52.46,0
Cotton,43.79,25.64,35.31,41.69,7.42,34.3,32.05,1
Groundnut,43.15,32.98,65.38,74.57,4.87,89.7,29.19,2
Rice,27.52,33.81,74.19,59.96,4.94,43.2,15.2,2
Groundnut,43.98,30.53,35.76,16.98,7.42,72.8,26.48,2
Chilli,70.08,32.22,76.94,52.28,3.84,20.1,56.53,0
Groundnut,78.63,28.67,70.83,12.62,1.71,20.6,68.86,0
Maize,56.55,35.21,50.11,81.08,7.88,31.3,38.38,1
Groundnut,35.96,20.84,72.89,76.11,6.74,33.8,31.26,1
Chilli,62.76,26.26,42.2,14.55,0.45,23.9,54.58,0
Rice,66.81,33.69,80.32,54.97,0.9,23.0,59.05,0
Maize,38.25,26.59,82.64,96.54,7.06,106.7,29.42,2
Rice,72.86,21.57,61.7,35.62,2.41,71.0,66.87,0
Groundnut,20.16,26.9,62.91,91.39,5.57,78.4,6.9,2
Tomato,15.75,34.23,57.11,23.6,0.94,41.7,5.0,2
Tomato,23.61,22.44,53.99,10.59,1.36,16.1,16.76,2
Chilli,25.92,34.49,83.01,57.75,5.98,116.5,8.3,2
Maize,76.53,35.51,51.77,31.53,7.83,15.9,59.69,0
Rice,44.75,32.71,57.16,89.13,4.02,100.5,33.12,1
Cotton,34.25,24.88,51.5,70.65,0.34,83.2,24.11,2
Groundnut,45.04,36.11,71.12,71.82,1.87,54.8,32.34,1
Cotton,42.64,24.29,79.78,70.6,1.7,92.1,31.78,1
Chilli,36.1,38.12,44.04,71.11,7.48,94.1,12.18,2
Maize,24.65,34.13,49.01,77.24,3.35,106.6,8.2,2
Chilli,60.91,21.09,40.73,70.29,7.58,69.9,51.12,0
Chilli,24.56,35.99,43.81,85.08,6.88,33.5,6.84,2
Rice,69.28,30.13,57.38,60.23,3.61,73.0,59.7,0
Rice,29.12,29.05,77.67,41.56,0.2,20.9,21.2,2
Tomato,66.2,28.41,64.79,52.02,7.78,51.4,49.29,1
Maize,71.39,32.13,37.93,49.62,0.08,77.1,55.82,0
Rice,23.77,34.49,69.38,39.93,6.85,37.7,12.89,2
Rice,21.07,37.92,78.74,47.39,3.31,105.2,5.48,2
Groundnut,81.47,25.46,56.64,44.65,2.41,117.4,70.94,0
Maize,47.41,32.62,48.48,20.0,3.27,18.4,31.97,1
Chilli,59.12,33.73,77.02,84.75,2.86,32.6,44.06,1
Chilli,16.63,33.5,36.31,78.08,5.51,62.0,5.0,2
Cotton,34.51,29.86,79.86,40.38,4.58,14.2,26.95,2
Cotton,50.38,27.82,79.23,95.06,2.06,20.2,40.23,1
Tomato,77.04,35.25,83.84,95.44,4.22,109.1,58.99,0
Groundnut,34.0,26.0,39.92,87.1,3.24,15.0,24.27,2
Maize,69.26,24.16,40.93,12.64,7.37,37.2,56.12,0
Groundnut,61.35,30.92,83.0,43.41,7.14,56.6,48.46,1
Maize,23.07,25.35,61.14,51.16,4.94,12.3,14.85,2
Rice,35.54,20.66,56.58,74.68,7.72,99.2,22.75,2
Cotton,31.65,21.03,66.53,67.13,3.0,101.3,24.91,2
Rice,45.98,33.9,38.22,71.05,0.7,53.4,34.16,1
Cotton,59.47,39.46,70.4,79.05,0.38,32.2,47.39,1
Rice,45.34,29.09,86.98,95.36,6.67,108.2,35.13,1
Tomato,32.12,22.94,72.16,59.64,3.07,84.6,21.97,2
Chilli,63.71,36.36,60.55,91.36,6.88,67.6,42.25,1
Groundnut,55.91,25.23,87.85,83.33,3.67,53.2,46.06,1
Maize,51.35,39.91,72.87,40.41,0.09,69.3,33.22,1
Rice,53.81,31.27,38.13,83.23,4.23,37.4,39.36,1
Tomato,30.53,24.65,71.85,20.56,4.76,59.5,21.76,2
Groundnut,62.63,29.92,38.28,24.29,3.61,85.4,48.37,1
Cotton,42.13,26.71,51.9,99.31,6.7,55.2,33.89,1
Rice,40.44,35.59,68.86,48.58,5.15,85.3,25.35,2
Maize,25.48,22.12,46.86,51.46,2.92,91.3,12.0,2
Tomato,56.78,37.14,37.1,95.59,5.75,92.9,34.92,1
Tomato,57.19,35.35,68.99,42.57,2.56,72.6,39.98,1
Groundnut,38.82,37.23,50.72,31.33,6.71,30.3,21.4,2
Chilli,75.19,37.9,64.31,17.0,2.24,87.1,53.43,0
Tomato,74.18,24.6,49.36,57.04,5.33,100.1,60.18,0
Chilli,22.63,30.42,72.75,27.97,3.32,20.4,12.94,2
Maize,63.65,37.0,84.26,15.83,0.81,108.6,52.25,0
Rice,42.57,27.55,39.76,83.18,5.04,113.5,28.68,2
Maize,84.98,21.21,78.25,39.57,3.06,83.5,79.32,0
Tomato,30.75,25.83,43.59,62.15,5.07,22.2,16.84,2
Tomato,34.64,24.84,53.12,19.42,4.32,81.9,22.04,2
Groundnut,45.95,37.4,54.66,55.5,0.33,49.2,33.69,1
Cotton,33.81,29.28,46.35,66.87,1.64,43.4,23.2,2
Rice,63.44,33.67,39.14,50.49,5.6,14.0,47.1,1
Groundnut,48.66,39.24,77.27,40.37,3.74,89.7,30.14,1
Chilli,30.46,25.98,78.65,37.99,3.73,72.3,22.53,2
Groundnut,50.45,35.22,89.83,19.84,0.02,59.6,40.79,1
Cotton,77.22,20.46,86.4,20.41,2.42,52.8,72.08,0
Maize,70.47,22.08,58.91,54.61,5.36,55.3,63.1,0
Chilli,49.92,23.24,42.34,22.49,7.1,59.8,35.84,1
Chilli,35.19,26.25,35.59,30.11,4.59,62.5,19.03,2
Cotton,27.59,28.06,64.23,24.83,4.33,20.7,20.99,2
Tomato,76.49,29.54,82.33,82.22,3.76,51.8,65.15,0
Tomato,64.71,24.91,49.73,50.47,5.43,17.0,49.62,1
Tomato,55.05,21.32,45.94,59.73,6.39,95.4,44.31,1
Tomato,76.56,33.55,59.14,62.47,1.77,67.4,60.45,0
Rice,23.52,20.47,84.14,45.67,5.71,97.9,23.42,2
Rice,62.77,36.19,59.84,36.86,1.95,57.2,48.88,1
Groundnut,30.17,38.58,74.75,44.42,0.25,26.8,14.29,2
Rice,23.44,34.21,60.44,58.13,0.6,43.0,16.09,2
Groundnut,47.59,31.92,55.51,42.27,0.37,35.7,37.04,1
Rice,42.12,33.14,59.25,22.3,2.24,58.4,30.88,1
Cotton,80.88,33.04,77.26,92.23,1.02,96.8,72.74,0
Tomato,37.68,38.63,76.49,75.92,0.68,22.8,21.17,2
Chilli,72.04,39.29,58.75,15.96,1.18,54.0,50.51,0
Tomato,67.42,28.53,49.72,91.51,0.31,20.1,61.06,0
Maize,61.75,32.34,42.65,25.34,2.75,53.1,44.11,1
Maize,79.43,36.06,35.08,18.8,6.58,74.1,62.28,0
Chilli,43.55,20.02,41.23,25.59,4.43,17.6,35.43,1
Maize,42.28,30.54,44.06,93.97,0.52,17.3,31.52,1
Chilli,26.27,33.06,72.95,29.92,3.0,90.4,11.26,2
Cotton,34.3,34.34,79.99,80.83,3.44,54.8,28.98,2
Maize,76.58,27.38,75.53,67.87,1.38,48.7,67.75,0
Maize,48.21,25.91,74.78,56.64,2.98,85.5,38.3,1
Rice,38.89,23.64,89.69,42.9,2.69,19.3,36.35,1
Maize,30.13,31.16,87.94,18.36,3.95,104.6,17.58,2
Rice,48.95,38.39,49.79,73.96,5.58,95.3,28.96,2
Tomato,65.17,37.92,42.98,45.53,3.83,52.9,44.93,1
Groundnut,35.07,27.2,43.43,58.15,0.59,61.6,26.68,2
Rice,68.04,25.16,84.26,14.66,0.44,53.7,67.47,0
Maize,59.09,35.78,40.63,79.83,7.1,96.4,42.73,1
Groundnut,70.13,34.5,53.71,72.3,5.56,13.2,51.57,0
Groundnut,32.56,30.11,64.17,57.64,5.26,83.9,21.81,2
Rice,59.17,27.78,68.74,54.67,7.31,43.3,46.04,1
Rice,25.76,22.48,67.77,40.33,4.33,95.8,16.2,2
Maize,40.47,35.7,78.25,40.82,0.59,118.2,26.79,2
Chilli,65.71,32.35,66.44,16.16,5.72,40.7,49.15,1
Groundnut,59.22,27.54,81.81,71.8,1.3,59.0,50.37,0
Tomato,28.15,38.38,39.65,14.05,5.33,70.2,5.0,2
Rice,75.08,33.19,82.24,10.13,3.21,70.6,67.44,0
Tomato,18.73,38.58,67.45,12.79,0.23,27.2,6.04,2
Groundnut,56.67,29.49,47.26,28.31,0.44,74.2,45.9,1
Rice,83.87,29.09,88.78,61.32,3.14,89.6,73.72,0
Maize,52.21,38.74,86.69,71.3,4.76,113.8,38.43,1
Rice,71.05,39.2,81.51,47.87,1.37,89.8,58.16,0
Rice,56.66,39.22,85.14,46.78,0.85,76.4,43.64,1
Groundnut,69.82,36.38,56.02,61.91,3.01,35.7,52.06,0
Rice,60.89,29.25,47.53,63.71,6.43,20.8,49.13,1
Tomato,63.38,24.21,45.06,86.05,6.27,79.8,48.65,1
Groundnut,30.95,27.67,83.06,83.72,5.47,78.8,21.66,2
Chilli,66.93,38.77,80.46,84.12,3.4,102.3,50.0,1
Rice,31.65,27.27,88.95,85.98,3.54,59.1,25.93,2
Maize,83.64,35.13,81.65,89.18,1.81,28.9,73.08,0
Groundnut,30.95,38.46,69.78,59.98,1.1,34.7,17.37,2
Maize,31.57,39.41,42.83,63.57,0.13,62.4,15.95,2
Chilli,75.11,38.95,44.07,75.45,6.88,44.3,54.22,0
Chilli,32.01,31.1,61.05,27.91,3.97,29.8,21.5,2
Chilli,40.26,29.84,77.23,42.44,0.02,21.9,30.18,1
Tomato,65.02,39.75,44.53,92.14,4.23,55.4,45.83,1
Groundnut,26.11,24.36,85.35,57.05,2.07,47.1,17.94,2
Groundnut,26.14,23.75,72.61,14.66,3.42,116.2,20.07,2
Rice,49.05,39.26,52.18,46.5,5.38,104.2,29.65,2
Cotton,32.06,33.78,83.72,24.47,6.48,30.2,23.04,2
Cotton,31.5,30.73,67.92,42.07,5.6,92.9,23.35,2
Cotton,15.65,22.64,75.32,59.05,7.17,62.8,8.73,2
Maize,40.93,30.26,56.2,55.46,1.88,111.9,28.36,2
Maize,37.28,38.88,56.65,54.14,5.29,76.9,18.22,2
Groundnut,17.18,32.06,35.69,11.65,7.12,32.4,5.0,2
Rice,58.49,28.09,64.58,50.06,2.47,31.6,52.41,0
Cotton,58.87,31.02,76.84,12.61,6.4,116.4,47.38,1
Groundnut,19.96,37.72,88.29,46.44,7.52,111.0,5.0,2
Cotton,37.19,38.26,84.07,68.23,5.15,63.1,26.64,2
Maize,76.1,28.0,39.78,21.33,1.31,72.0,66.08,0
Chilli,55.75,32.16,88.93,92.51,2.09,70.2,45.32,1
Rice,43.84,25.58,43.22,66.75,5.44,94.0,30.26,1
Groundnut,47.56,29.02,37.26,29.58,6.93,62.2,29.82,2
Maize,29.58,24.4,76.19,45.47,0.19,23.5,23.71,2
Rice,71.83,30.63,84.82,18.72,2.61,45.7,64.13,0
Cotton,78.98,31.56,87.24,11.99,1.87,72.5,67.86,0
Chilli,78.75,26.76,80.37,92.43,3.38,48.6,70.89,0
Chilli,30.68,25.44,46.27,70.77,6.15,99.5,15.9,2
Rice,36.75,23.02,43.47,80.17,4.02,114.3,29.14,2
Cotton,26.24,22.79,38.24,66.0,4.15,36.6,19.45,2
Chilli,36.5,34.23,67.01,91.61,4.87,107.8,17.91,2
Cotton,38.3,24.43,61.8,90.63,4.13,88.7,27.06,2
Cotton,59.32,22.36,41.01,15.23,5.51,74.6,48.52,1
Tomato,28.28,39.98,60.57,27.05,0.86,24.3,14.63,2
Tomato,79.36,25.2,66.2,45.62,0.18,55.2,72.94,0
Groundnut,22.22,37.92,74.76,40.7,6.61,119.5,6.03,2
Chilli,15.48,32.18,57.78,57.3,3.83,81.3,5.0,2
Maize,74.85,34.3,52.51,33.99,2.39,75.1,61.13,0
Tomato,64.26,31.22,71.61,81.77,3.63,13.9,49.42,1
Chilli,39.88,23.62,72.63,10.67,5.2,45.3,32.76,1
Cotton,56.68,36.94,49.87,81.24,0.97,63.7,42.23,1
Rice,30.65,36.56,36.09,45.4,4.19,80.6,9.65,2
Chilli,26.79,26.99,87.01,10.46,0.89,104.3,23.89,2
Groundnut,47.98,35.28,76.54,86.24,6.88,60.4,33.36,1
Tomato,39.72,30.86,46.06,50.21,4.5,40.2,24.29,2
Tomato,58.07,38.18,66.11,75.23,6.49,40.9,34.91,1
Groundnut,30.27,36.06,67.72,89.06,5.77,25.2,16.79,2
Rice,61.4,20.82,41.93,13.09,6.52,26.0,53.96,0
Maize,68.68,37.59,45.54,33.59,2.73,43.6,51.48,0
Maize,26.66,39.37,87.62,20.7,1.12,94.3,14.98,2
Cotton,18.07,34.84,62.94,18.82,7.13,55.5,6.91,2
Rice,45.77,22.4,45.53,95.11,7.08,104.6,35.38,1
Maize,69.18,36.15,78.87,82.5,7.07,114.4,47.72,1
Rice,60.55,32.95,60.88,42.83,7.91,18.3,44.0,1
Cotton,64.13,26.78,70.11,71.86,4.77,88.2,58.93,0
Chilli,43.2,37.68,51.36,92.75,4.1,19.4,24.94,2
Maize,31.45,31.31,38.18,29.87,6.38,17.9,15.49,2
Maize,52.22,37.06,44.07,11.27,0.88,40.3,35.26,1
Rice,29.31,33.4,88.52,84.17,6.26,21.2,17.03,2
Groundnut,65.84,25.77,69.3,75.04,6.5,82.9,57.44,0
Chilli,28.79,39.5,80.71,24.42,4.62,88.8,13.57,2
Tomato,35.39,31.42,36.18,54.07,3.1,80.3,20.11,2
Maize,50.46,30.34,77.1,24.44,5.25,73.3,39.55,1
Cotton,49.07,28.07,61.67,64.24,7.32,95.9,38.95,1
Cotton,57.06,22.73,71.59,68.28,1.26,95.0,52.1,0
Maize,45.62,33.72,54.7,34.9,2.49,105.7,28.38,2
Tomato,79.36,28.62,69.15,80.28,5.37,86.3,63.09,0
Chilli,73.8,38.69,36.96,52.62,6.67,49.1,53.18,0
Chilli,76.54,39.3,37.51,73.57,5.22,67.7,53.62,0
Chilli,59.07,35.35,78.94,67.58,4.73,64.0,44.58,1
Rice,59.45,24.85,41.85,50.57,0.69,21.9,52.4,0
Maize,57.64,34.32,35.77,36.34,3.47,99.3,40.55,1
Chilli,45.44,20.41,85.19,28.39,7.12,110.4,37.55,1
Groundnut,37.55,36.53,49.6,77.13,2.89,118.3,22.39,2
Chilli,56.44,29.87,67.03,67.77,3.05,37.3,43.35,1
Maize,16.79,38.73,81.14,35.28,2.86,20.5,5.65,2
Chilli,15.52,27.56,76.02,97.04,2.9,22.2,5.33,2
Tomato,74.61,25.26,37.56,82.93,3.24,98.5,61.59,0
Rice,18.25,39.9,65.85,21.41,6.19,79.5,5.0,2
Cotton,51.74,30.61,64.8,24.63,3.64,93.2,41.27,1
Groundnut,58.05,37.26,54.25,58.96,4.86,109.6,39.1,1
Groundnut,28.87,38.22,76.45,19.21,3.54,34.9,15.19,2
Chilli,77.7,30.37,88.02,96.79,6.99,50.0,66.31,0
Rice,28.31,29.11,43.1,67.42,1.43,97.2,17.17,2
Groundnut,76.92,31.06,42.99,15.96,0.98,38.5,69.3,0
Maize,68.41,36.95,75.41,49.91,3.26,65.7,55.72,0
Tomato,31.85,39.29,59.99,29.98,7.79,58.8,9.24,2
Groundnut,25.55,26.57,78.74,54.14,5.6,75.5,15.82,2
Cotton,37.14,34.77,42.76,32.23,4.93,118.7,23.03,2
Cotton,42.86,25.71,37.19,84.86,3.12,21.4,35.52,1
Tomato,32.2,32.22,73.39,74.9,2.36,63.3,17.42,2
Groundnut,84.92,36.1,89.71,91.59,7.65,115.5,70.57,0
Maize,31.08,37.73,40.21,27.82,3.42,48.3,10.67,2
Chilli,73.14,28.97,82.54,44.69,5.69,91.5,61.69,0
Cotton,26.14,27.4,56.19,82.49,6.48,112.2,17.03,2
Chilli,83.62,25.07,35.92,43.65,5.26,36.5,70.46,0
Tomato,30.79,22.67,63.05,44.12,1.86,19.0,19.82,2
Tomato,44.52,27.3,50.34,98.74,2.3,18.3,30.11,1
Maize,54.1,37.44,73.14,79.38,0.18,18.0,43.56,1
Groundnut,23.42,28.38,50.83,87.47,7.76,48.6,5.0,2
Cotton,72.18,26.35,61.49,46.63,6.68,23.9,64.28,0
Maize,34.23,34.78,46.03,62.73,3.23,54.6,20.42,2
Cotton,53.45,24.31,80.55,50.55,7.14,93.0,47.66,1
Cotton,53.47,25.13,85.9,50.53,1.23,42.8,49.11,1
Maize,57.18,38.72,57.18,21.49,0.34,62.7,43.1,1
